y_true,y_pred,gross_return,net_return,gross_cum,net_cum
1,2,0.0002975733077619225,0.0002975733077619225,-0.019573753903387114,-0.048573753903387126
0,2,-0.0015729115111753345,-0.0015729115111753345,-0.02114666541456245,-0.05014666541456246
2,2,0.002592874225229025,0.002592874225229025,-0.018553791189333424,-0.047553791189333436
0,2,-0.001366600045002997,-0.001366600045002997,-0.01992039123433642,-0.04892039123433643
2,2,0.002253631129860878,0.002253631129860878,-0.017666760104475543,-0.046666760104475555
1,2,0.00034216383937746286,0.00034216383937746286,-0.01732459626509808,-0.04632459626509809
0,2,-0.005508774891495705,-0.005508774891495705,-0.022833371156593785,-0.0518333711565938
1,2,0.0005677788285538554,0.0005677788285538554,-0.02226559232803993,-0.05126559232803994
2,2,0.0012548936065286398,0.0012548936065286398,-0.02101069872151129,-0.0500106987215113
2,2,0.0010904001537710428,0.0010904001537710428,-0.019920298567740247,-0.04892029856774026
2,2,0.0017731109401211143,0.0017731109401211143,-0.018147187627619132,-0.047147187627619144
2,0,-0.0008200982119888067,-0.0028200982119888068,-0.01896728583960794,-0.04996728583960795
2,0,-0.0017057510558515787,-0.0017057510558515787,-0.020673036895459518,-0.05167303689545953
0,0,0.0020507790613919497,0.0020507790613919497,-0.018622257834067568,-0.04962225783406758
2,2,0.0019160043448209763,-0.00008399565517902378,-0.016706253489246592,-0.04970625348924661
2,2,0.003338939044624567,0.003338939044624567,-0.013367314444622025,-0.04636731444462204
0,0,0.0007022409699857235,-0.0012977590300142765,-0.012665073474636301,-0.04766507347463632
2,2,0.0017713838024064898,-0.0002286161975935102,-0.010893689672229812,-0.04789368967222983
2,0,-0.0007837280281819403,-0.0027837280281819404,-0.011677417700411752,-0.05067741770041177
0,0,0.006058692466467619,0.006058692466467619,-0.005618725233944133,-0.044618725233944154
0,2,-0.0009937947615981102,-0.0029937947615981102,-0.006612519995542243,-0.047612519995542266
2,2,0.0015783474082127213,0.0015783474082127213,-0.005034172587329522,-0.046034172587329544
2,2,0.005074094980955124,0.005074094980955124,0.000039922393625602126,-0.04096007760637442
2,0,-0.0014354181475937366,-0.0034354181475937367,-0.0013954957539681345,-0.04439549575396816
0,0,0.003447883063927293,0.003447883063927293,0.0020523873099591583,-0.040947612690040866
0,2,-0.0013002617051824927,-0.0033002617051824928,0.0007521256047766656,-0.04424787439522336
2,2,0.0023846966214478016,0.0023846966214478016,0.003136822226224467,-0.04186317777377556
1,1,0.0,-0.001,0.003136822226224467,-0.04286317777377556
1,2,0.00005481087282532826,-0.0009451891271746718,0.0031916330990497954,-0.04380836690095023
1,1,0.0,-0.001,0.0031916330990497954,-0.04480836690095023
0,2,-0.001466371351853013,-0.002466371351853013,0.0017252617471967824,-0.04727473825280325
0,1,-0.0,-0.001,0.0017252617471967824,-0.04827473825280325
0,2,-0.0021671259310096502,-0.0031671259310096503,-0.00044186418381286785,-0.0514418641838129
2,2,0.0016337069682776928,0.0016337069682776928,0.001191842784464825,-0.049808157215535206
2,0,-0.0020658751018345356,-0.004065875101834536,-0.0008740323173697107,-0.053874032317369744
1,2,0.0005689783720299602,-0.0014310216279700399,-0.0003050539453397505,-0.055305053945339785
0,0,0.0011548377806320786,-0.0008451622193679214,0.0008497838352923281,-0.05615021616470771
1,2,-0.0005541740101762116,-0.0025541740101762116,0.00029560982511611655,-0.05870439017488392
2,2,0.0010046109091490507,0.0010046109091490507,0.0013002207342651673,-0.05769977926573487
2,2,0.0012554250424727798,0.0012554250424727798,0.002555645776737947,-0.05644435422326209
2,0,-0.0014522966230288148,-0.003452296623028815,0.0011033491537091322,-0.05989665084629091
2,0,-0.0024955477565526962,-0.0024955477565526962,-0.001392198602843564,-0.062392198602843604
0,0,0.001343341893516481,0.001343341893516481,-0.00004885670932708308,-0.06104885670932712
0,2,-0.002601839601993561,-0.004601839601993561,-0.002650696311320644,-0.06565069631132069
2,2,0.0015692872693762183,0.0015692872693762183,-0.0010814090419444256,-0.06408140904194447
2,0,-0.0030885227024555206,-0.005088522702455521,-0.004169931744399946,-0.06916993174439999
0,0,0.0022025229409337044,0.0022025229409337044,-0.001967408803466242,-0.06696740880346629
2,2,0.0033697555772960186,0.0013697555772960186,0.0014023467738297768,-0.06559765322617027
2,0,-0.02000649832189083,-0.022006498321890833,-0.018604151548061054,-0.0876041515480611
0,0,0.009305172599852085,0.009305172599852085,-0.009298978948208969,-0.07829897894820902
1,2,0.0009334036149084568,-0.0010665963850915432,-0.008365575333300512,-0.07936557533330056
2,2,0.005074796266853809,0.005074796266853809,-0.003290779066446703,-0.07429077906644675
1,1,-0.0,-0.001,-0.003290779066446703,-0.07529077906644675
0,2,-0.002856892067939043,-0.003856892067939043,-0.006147671134385746,-0.0791476711343858
2,1,0.0,-0.001,-0.006147671134385746,-0.0801476711343858
1,1,0.0,0.0,-0.006147671134385746,-0.0801476711343858
1,1,-0.0,-0.0,-0.006147671134385746,-0.0801476711343858
1,1,0.0,0.0,-0.006147671134385746,-0.0801476711343858
1,1,-0.0,-0.0,-0.006147671134385746,-0.0801476711343858
1,0,-0.0013242206769064069,-0.002324220676906407,-0.007471891811292153,-0.0824718918112922
1,0,0.000030027418688405305,0.000030027418688405305,-0.0074418643926037475,-0.0824418643926038
1,1,0.0,-0.001,-0.0074418643926037475,-0.0834418643926038
0,1,-0.0,-0.0,-0.0074418643926037475,-0.0834418643926038
1,1,0.0,0.0,-0.0074418643926037475,-0.0834418643926038
1,1,-0.0,-0.0,-0.0074418643926037475,-0.0834418643926038
1,1,-0.0,-0.0,-0.0074418643926037475,-0.0834418643926038
1,1,-0.0,-0.0,-0.0074418643926037475,-0.0834418643926038
2,2,0.004031213466078043,0.003031213466078043,-0.0034106509265257046,-0.08041065092652576
1,1,0.0,-0.001,-0.0034106509265257046,-0.08141065092652576
2,0,-0.01102505810558796,-0.01202505810558796,-0.014435709032113664,-0.09343570903211372
2,0,-0.00953629706054926,-0.00953629706054926,-0.023972006092662923,-0.10297200609266298
0,0,0.002666341606527567,0.002666341606527567,-0.021305664486135356,-0.10030566448613541
1,0,0.0010425994405522943,0.0010425994405522943,-0.020263065045583062,-0.09926306504558312
2,0,-0.0016874276334419847,-0.0016874276334419847,-0.021950492679025047,-0.1009504926790251
2,0,-0.026067325845360756,-0.026067325845360756,-0.0480178185243858,-0.12701781852438587
0,0,0.004147466272115707,0.004147466272115707,-0.043870352252270095,-0.12287035225227017
1,0,-0.000013964410754851997,-0.000013964410754851997,-0.04388431666302495,-0.12288431666302502
0,1,-0.0,-0.001,-0.04388431666302495,-0.12388431666302502
2,2,0.003255685558542609,0.002255685558542609,-0.04062863110448234,-0.12162863110448241
2,1,0.0,-0.001,-0.04062863110448234,-0.12262863110448241
1,1,0.0,0.0,-0.04062863110448234,-0.12262863110448241
1,1,0.0,0.0,-0.04062863110448234,-0.12262863110448241
2,0,-0.00802641548216343,-0.00902641548216343,-0.04865504658664577,-0.13165504658664584
1,0,0.0018006983445957303,0.0018006983445957303,-0.04685434824205004,-0.1298543482420501
1,1,-0.0,-0.001,-0.04685434824205004,-0.1308543482420501
2,2,0.003718862310051918,0.002718862310051918,-0.04313548593199812,-0.1281354859319982
2,1,0.0,-0.001,-0.04313548593199812,-0.1291354859319982
0,0,0.00411547627300024,0.0031154762730002403,-0.03902000965899788,-0.12602000965899796
1,1,-0.0,-0.001,-0.03902000965899788,-0.12702000965899796
1,1,0.0,0.0,-0.03902000965899788,-0.12702000965899796
1,1,0.0,0.0,-0.03902000965899788,-0.12702000965899796
1,1,-0.0,-0.0,-0.03902000965899788,-0.12702000965899796
0,1,-0.0,-0.0,-0.03902000965899788,-0.12702000965899796
2,1,0.0,0.0,-0.03902000965899788,-0.12702000965899796
2,1,0.0,0.0,-0.03902000965899788,-0.12702000965899796
1,1,0.0,0.0,-0.03902000965899788,-0.12702000965899796
2,1,0.0,0.0,-0.03902000965899788,-0.12702000965899796
0,1,-0.0,-0.0,-0.03902000965899788,-0.12702000965899796
1,1,-0.0,-0.0,-0.03902000965899788,-0.12702000965899796
1,1,-0.0,-0.0,-0.03902000965899788,-0.12702000965899796
1,1,-0.0,-0.0,-0.03902000965899788,-0.12702000965899796
1,2,-0.0010187471052631736,-0.0020187471052631736,-0.04003875676426105,-0.12903875676426113
2,2,0.002015037229284644,0.002015037229284644,-0.03802371953497641,-0.1270237195349765
1,1,-0.0,-0.001,-0.03802371953497641,-0.1280237195349765
2,2,0.001482149469666183,0.000482149469666183,-0.036541570065310225,-0.1275415700653103
0,0,0.00108724448364228,-0.0009127555163577199,-0.035454325581667945,-0.12845432558166803
1,2,0.0003674743929877877,-0.0016325256070122123,-0.03508685118868016,-0.13008685118868024
2,1,0.0,-0.001,-0.03508685118868016,-0.13108685118868024
0,1,-0.0,-0.0,-0.03508685118868016,-0.13108685118868024
2,1,0.0,0.0,-0.03508685118868016,-0.13108685118868024
2,0,-0.0019410529639571905,-0.0029410529639571905,-0.03702790415263735,-0.13402790415263743
1,0,0.0006896490813232958,0.0006896490813232958,-0.03633825507131405,-0.13333825507131414
0,1,-0.0,-0.001,-0.03633825507131405,-0.13433825507131414
0,2,-0.002124571008607745,-0.003124571008607745,-0.0384628260799218,-0.13746282607992188
1,2,-0.0005102527793496847,-0.0005102527793496847,-0.03897307885927148,-0.13797307885927157
0,0,0.0009411235805600882,-0.0010588764194399119,-0.038031955278711393,-0.13903195527871148
0,2,-0.0024688539560884237,-0.004468853956088424,-0.04050080923479982,-0.1435008092347999
2,2,0.0007774090045131743,0.0007774090045131743,-0.03972340023028664,-0.14272340023028673
2,2,0.0024487217888236046,0.0024487217888236046,-0.03727467844146304,-0.14027467844146313
1,0,-0.0002178886643378064,-0.0022178886643378064,-0.037492567105800845,-0.14249256710580094
1,2,0.00039956613909453154,-0.0016004338609054685,-0.03709300096670631,-0.1440930009667064
0,0,0.0044983685947954655,0.0024983685947954654,-0.03259463237191085,-0.14159463237191094
2,2,0.0039389654994010925,0.0019389654994010925,-0.028655666872509755,-0.13965566687250985
0,2,-0.0008502554846927524,-0.0008502554846927524,-0.029505922357202508,-0.1405059223572026
1,2,0.000294967700028792,0.000294967700028792,-0.029210954657173716,-0.14021095465717381
0,2,-0.0008852494647726417,-0.0008852494647726417,-0.030096204121946357,-0.14109620412194646
2,2,0.002020442159846425,0.002020442159846425,-0.028075761962099932,-0.13907576196210003
1,2,0.0005666458164341748,0.0005666458164341748,-0.027509116145665757,-0.13850911614566586
2,2,0.0011352166766300797,0.0011352166766300797,-0.026373899469035678,-0.13737389946903578
2,0,-0.0010662352433428168,-0.003066235243342817,-0.027440134712378494,-0.1404401347123786
0,0,0.0010119709186255932,0.0010119709186255932,-0.0264281637937529,-0.139428163793753
2,2,0.0010907772229984403,-0.0009092227770015598,-0.02533738657075446,-0.14033738657075456
2,0,-0.0009368025348521769,-0.002936802534852177,-0.026274189105606638,-0.14327418910560674
0,0,0.0008751360001042485,0.0008751360001042485,-0.02539905310550239,-0.1423990531055025
0,2,-0.0013293446972966194,-0.0033293446972966195,-0.02672839780279901,-0.14572839780279911
1,2,0.00007499347702832893,0.00007499347702832893,-0.02665340432577068,-0.14565340432577079
2,0,-0.0027480297721922398,-0.00474802977219224,-0.02940143409796292,-0.15040143409796303
2,0,-0.003045192454010248,-0.003045192454010248,-0.03244662655197317,-0.15344662655197328
2,0,-0.0015009993221610785,-0.0015009993221610785,-0.033947625874134246,-0.15494762587413435
2,2,0.0013222009874880314,-0.0006777990125119687,-0.032625424886646215,-0.15562542488664632
0,2,-0.000797678017988801,-0.000797678017988801,-0.033423102904635016,-0.15642310290463513
0,2,-0.001216103439219296,-0.001216103439219296,-0.03463920634385431,-0.15763920634385442
2,2,0.0014466277789324522,0.0014466277789324522,-0.03319257856492186,-0.15619257856492197
2,2,0.0024664669763296843,0.0024664669763296843,-0.030726111588592175,-0.15372611158859228
1,0,0.0002660180034581572,-0.0017339819965418429,-0.030460093585134018,-0.15546009358513413
2,2,0.0010293866507709026,-0.0009706133492290974,-0.029430706934363116,-0.15643070693436323
0,0,0.003657308407127857,0.0016573084071278572,-0.02577339852723526,-0.15477339852723537
0,2,-0.001086651929654181,-0.003086651929654181,-0.02686005045688944,-0.15786005045688956
2,2,0.004769488237798214,0.004769488237798214,-0.022090562219091225,-0.15309056221909134
1,0,0.00021196898887865245,-0.0017880310111213476,-0.021878593230212573,-0.1548785932302127
1,2,0.0003290197637397796,-0.0016709802362602205,-0.021549573466472793,-0.1565495734664729
2,0,-0.004584749694913626,-0.006584749694913626,-0.02613432316138642,-0.16313432316138654
2,0,-0.00917118415236473,-0.00917118415236473,-0.03530550731375115,-0.17230550731375127
2,0,-0.005366598721593618,-0.005366598721593618,-0.04067210603534477,-0.1776721060353449
2,0,-0.008709817193448544,-0.008709817193448544,-0.04938192322879331,-0.18638192322879343
0,0,0.002706538885831833,0.002706538885831833,-0.04667538434296148,-0.1836753843429616
2,0,-0.004941876046359539,-0.004941876046359539,-0.05161726038932102,-0.18861726038932114
0,0,0.001288471044972539,0.001288471044972539,-0.05032878934434848,-0.1873287893443486
0,0,0.004941786173731089,0.004941786173731089,-0.04538700317061739,-0.1823870031706175
1,2,-0.0005597852868959308,-0.002559785286895931,-0.04594678845751332,-0.18494678845751344
0,2,-0.003601393662393093,-0.003601393662393093,-0.049548182119906414,-0.18854818211990654
2,2,0.0037040908355265856,0.0037040908355265856,-0.04584409128437983,-0.18484409128437995
0,0,0.0017022633692249656,-0.00029773663077503447,-0.04414182791515486,-0.185141827915155
0,2,-0.004543599672615528,-0.006543599672615528,-0.04868542758777039,-0.19168542758777052
0,2,-0.010626346804201603,-0.010626346804201603,-0.059311774391971994,-0.20231177439197212
2,2,0.003253342118114233,0.003253342118114233,-0.05605843227385776,-0.1990584322738579
0,2,-0.0031016163993626833,-0.0031016163993626833,-0.059160048673220444,-0.20216004867322057
0,2,-0.0020996800158172846,-0.0020996800158172846,-0.06125972868903773,-0.20425972868903786
2,2,0.002458175178617239,0.002458175178617239,-0.05880155351042049,-0.20180155351042062
2,1,0.0,-0.001,-0.05880155351042049,-0.20280155351042062
1,2,-0.0010998242069035769,-0.002099824206903577,-0.05990137771732407,-0.2049013777173242
1,1,0.0,-0.001,-0.05990137771732407,-0.2059013777173242
0,1,-0.0,-0.0,-0.05990137771732407,-0.2059013777173242
0,2,-0.002868400886654854,-0.003868400886654854,-0.06276977860397892,-0.20976977860397905
0,2,-0.008962457999587059,-0.008962457999587059,-0.07173223660356598,-0.2187322366035661
0,2,-0.001526600681245327,-0.001526600681245327,-0.0732588372848113,-0.22025883728481144
0,2,-0.009367802180349827,-0.009367802180349827,-0.08262663946516113,-0.22962663946516126
2,2,0.0028300874400883913,0.0028300874400883913,-0.07979655202507274,-0.22679655202507287
0,0,0.0012380779953673482,-0.0007619220046326518,-0.0785584740297054,-0.22755847402970553
0,2,-0.0022574549075216055,-0.0042574549075216055,-0.080815928937227,-0.23181592893722713
0,2,-0.002492371713742614,-0.002492371713742614,-0.08330830065096961,-0.23430830065096975
1,2,-0.000014129337614576798,-0.000014129337614576798,-0.08332242998858419,-0.23432242998858432
1,2,0.000021579271560767666,0.000021579271560767666,-0.08330085071702342,-0.23430085071702356
2,2,0.0020230424124747515,0.0020230424124747515,-0.08127780830454867,-0.2322778083045488
1,2,0.0008328690310008824,0.0008328690310008824,-0.08044493927354779,-0.23144493927354792
1,2,0.0007698934059590101,0.0007698934059590101,-0.07967504586758878,-0.2306750458675889
2,2,0.007513667922466993,0.007513667922466993,-0.07216137794512179,-0.22316137794512192
0,0,0.017770418897271156,0.015770418897271155,-0.05439095904785063,-0.20739095904785076
2,2,0.003298114985227585,0.0012981149852275848,-0.051092844062623044,-0.20609284406262318
2,2,0.006820661015808582,0.006820661015808582,-0.04427218304681446,-0.1992721830468146
1,2,0.0015772446058690548,0.0015772446058690548,-0.04269493844094541,-0.19769493844094554
0,2,-0.005582763813436031,-0.005582763813436031,-0.04827770225438144,-0.20327770225438158
0,2,-0.002603464527055621,-0.002603464527055621,-0.05088116678143706,-0.2058811667814372
1,2,0.000025339822968817316,0.000025339822968817316,-0.05085582695846824,-0.20585582695846838
2,2,0.00970119796693325,0.00970119796693325,-0.04115462899153499,-0.19615462899153513
2,1,0.0,-0.001,-0.04115462899153499,-0.19715462899153513
1,1,-0.0,-0.0,-0.04115462899153499,-0.19715462899153513
2,1,0.0,0.0,-0.04115462899153499,-0.19715462899153513
0,1,-0.0,-0.0,-0.04115462899153499,-0.19715462899153513
0,2,-0.0034633909817785025,-0.0044633909817785025,-0.044618019973313494,-0.20161801997331363
1,2,0.0014088591560721397,0.0014088591560721397,-0.043209160817241354,-0.2002091608172415
1,1,0.0,-0.001,-0.043209160817241354,-0.2012091608172415
2,1,0.0,0.0,-0.043209160817241354,-0.2012091608172415
2,1,0.0,0.0,-0.043209160817241354,-0.2012091608172415
1,1,-0.0,-0.0,-0.043209160817241354,-0.2012091608172415
2,1,0.0,0.0,-0.043209160817241354,-0.2012091608172415
2,1,0.0,0.0,-0.043209160817241354,-0.2012091608172415
0,0,0.0038424856029450893,0.0028424856029450893,-0.039366675214296265,-0.1983666752142964
1,2,0.00027628857060335577,-0.0017237114293966443,-0.03909038664369291,-0.20009038664369305
0,1,-0.0,-0.001,-0.03909038664369291,-0.20109038664369305
1,2,0.000729667954146862,-0.000270332045853138,-0.03836071868954605,-0.2013607186895462
2,2,0.003001304343342781,0.003001304343342781,-0.035359414346203266,-0.1983594143462034
1,2,0.00032718523289076984,0.00032718523289076984,-0.035032229113312496,-0.19803222911331264
2,2,0.0016456391895189881,0.0016456391895189881,-0.03338658992379351,-0.19638658992379365
0,0,0.001833824790082872,-0.00016617520991712813,-0.031552765133710636,-0.19655276513371078
2,0,-0.0036787684075534344,-0.0036787684075534344,-0.03523153354126407,-0.20023153354126422
0,0,0.002362715546041727,0.002362715546041727,-0.032868817995222344,-0.1978688179952225
2,2,0.005785454995930195,0.003785454995930195,-0.02708336299929215,-0.1940833629992923
0,0,0.00521965092048049,0.0032196509204804897,-0.02186371207881166,-0.1908637120788118
0,2,-0.0055334120988845825,-0.0075334120988845826,-0.02739712417769624,-0.1983971241776964
1,2,-0.00007510438445024192,-0.00007510438445024192,-0.027472228562146483,-0.19847222856214664
2,2,0.002222085138782859,0.002222085138782859,-0.025250143423363625,-0.19625014342336378
0,1,-0.0,-0.001,-0.025250143423363625,-0.19725014342336378
2,2,0.0015296839410439134,0.0005296839410439133,-0.02372045948231971,-0.19672045948231986
0,2,-0.001706593786366284,-0.001706593786366284,-0.025427053268685995,-0.19842705326868615
2,2,0.0030141915194690228,0.0030141915194690228,-0.022412861749216972,-0.19541286174921713
1,0,-0.0008573751547373831,-0.002857375154737383,-0.023270236903954356,-0.1982702369039545
0,2,-0.001135000609792769,-0.003135000609792769,-0.024405237513747124,-0.20140523751374728
0,2,-0.0011890309397131205,-0.0011890309397131205,-0.025594268453460245,-0.2025942684534604
1,2,0.00016210094327107072,0.00016210094327107072,-0.025432167510189174,-0.20243216751018933
2,2,0.0036981019657105207,0.0036981019657105207,-0.021734065544478653,-0.1987340655444788
0,0,0.0036213709972798824,0.0016213709972798824,-0.01811269454719877,-0.19711269454719893
0,2,-0.0029196711257100105,-0.004919671125710011,-0.02103236567290878,-0.20203236567290894
0,2,-0.001084701856598258,-0.001084701856598258,-0.02211706752950704,-0.2031170675295072
2,2,0.003513970412313938,0.003513970412313938,-0.0186030971171931,-0.19960309711719326
2,2,0.004125244915485382,0.004125244915485382,-0.01447785220170772,-0.19547785220170788
1,0,-0.0009345561848022044,-0.0029345561848022044,-0.015412408386509924,-0.1984124083865101
0,0,0.002723882906138897,0.002723882906138897,-0.012688525480371027,-0.1956885254803712
2,2,0.005911123938858509,0.003911123938858509,-0.006777401541512518,-0.19177740154151268
2,0,-0.0026670421939343214,-0.0046670421939343214,-0.009444443735446839,-0.196444443735447
0,0,0.005201159510761499,0.005201159510761499,-0.00424328422468534,-0.1912432842246855
2,2,0.004003419540822506,0.002003419540822506,-0.00023986468386283377,-0.189239864683863
2,2,0.006969560869038105,0.006969560869038105,0.006729696185175271,-0.1822703038148249
0,0,0.004211656749248505,0.0022116567492485046,0.010941352934423776,-0.1800586470655764
0,2,-0.004931285511702299,-0.006931285511702299,0.006010067422721477,-0.1869899325772787
2,2,0.004700393415987492,0.004700393415987492,0.010710460838708968,-0.1822895391612912
2,2,0.004980267956852913,0.004980267956852913,0.01569072879556188,-0.1773092712044383
0,0,0.0020001395605504513,1.3956055045123705e-7,0.017690868356112333,-0.17730913164388784
1,0,-0.0010540967341512442,-0.0010540967341512442,0.01663677162196109,-0.17836322837803908
2,2,0.001498671481385827,-0.000501328518614173,0.018135443103346915,-0.17886455689665326
2,0,-0.001548175816424191,-0.003548175816424191,0.016587267286922724,-0.18241273271307745
0,0,0.002814722480252385,0.002814722480252385,0.01940198976717511,-0.17959801023282507
0,2,-0.007608768995851278,-0.009608768995851278,0.011793220771323831,-0.18920677922867635
0,2,-0.0058618164621293545,-0.0058618164621293545,0.005931404309194477,-0.1950685956908057
2,2,0.0019619653467088938,0.0019619653467088938,0.00789336965590337,-0.1931066303440968
2,2,0.003155562561005354,0.003155562561005354,0.011048932216908725,-0.18995106778309145
1,0,0.0006658780039288104,-0.0013341219960711897,0.011714810220837535,-0.19128518977916265
2,1,0.0,-0.001,0.011714810220837535,-0.19228518977916265
0,1,-0.0,-0.0,0.011714810220837535,-0.19228518977916265
0,2,-0.005347030702978373,-0.006347030702978373,0.006367779517859162,-0.19863222048214102
0,2,-0.002370676724240184,-0.002370676724240184,0.0039971027936189785,-0.2010028972063812
0,0,0.0026067320723086596,0.0006067320723086595,0.006603834865927638,-0.20039616513407255
1,2,0.000396251940401271,-0.001603748059598729,0.007000086806328909,-0.20199991319367128
0,2,-0.002462979406118393,-0.002462979406118393,0.004537107400210516,-0.20446289259978967
1,2,0.0005457517108879983,0.0005457517108879983,0.005082859111098514,-0.20391714088890167
1,2,0.0002576031256467104,0.0002576031256467104,0.005340462236745225,-0.20365953776325496
2,2,0.002312557538971305,0.002312557538971305,0.00765301977571653,-0.20134698022428366
1,2,0.00005854847404407337,0.00005854847404407337,0.007711568249760603,-0.20128843175023958
2,2,0.0020468703005462885,0.0020468703005462885,0.009758438550306892,-0.1992415614496933
0,1,-0.0,-0.001,0.009758438550306892,-0.2002415614496933
2,2,0.002519591711461544,0.001519591711461544,0.012278030261768436,-0.19872196973823175
2,1,0.0,-0.001,0.012278030261768436,-0.19972196973823175
2,1,0.0,0.0,0.012278030261768436,-0.19972196973823175
0,1,-0.0,-0.0,0.012278030261768436,-0.19972196973823175
1,2,0.000602096610236913,-0.00039790338976308706,0.012880126872005349,-0.20011987312799484
1,2,-0.00035165148437954485,-0.00035165148437954485,0.012528475387625804,-0.20047152461237439
1,2,-0.000011509452633617911,-0.000011509452633617911,0.012516965934992186,-0.200483034065008
1,1,-0.0,-0.001,0.012516965934992186,-0.201483034065008
2,2,0.0012056895066052675,0.0002056895066052675,0.013722655441597453,-0.20127734455840274
2,2,0.0016568884020671248,0.0016568884020671248,0.015379543843664578,-0.1996204561563356
0,0,0.0009572262642905116,-0.0010427737357094884,0.01633677010795509,-0.2006632298920451
0,2,-0.0007187752053141594,-0.0027187752053141594,0.01561799490264093,-0.20338200509735926
0,2,-0.0004559485532809049,-0.0004559485532809049,0.015162046349360025,-0.20383795365064017
0,2,-0.004409471992403269,-0.004409471992403269,0.010752574356956757,-0.20824742564304344
2,2,0.0033086715266108513,0.0033086715266108513,0.014061245883567608,-0.2049387541164326
0,2,-0.0007127844146452844,-0.0007127844146452844,0.013348461468922324,-0.20565153853107787
0,2,-0.0014065527357161045,-0.0014065527357161045,0.011941908733206219,-0.20705809126679398
1,2,0.00043221956002525985,0.00043221956002525985,0.012374128293231479,-0.20662587170676872
2,2,0.0012615587329491973,0.0012615587329491973,0.013635687026180676,-0.20536431297381952
0,2,-0.002442393684759736,-0.002442393684759736,0.01119329334142094,-0.20780670665857925
1,2,-0.00012054752005496994,-0.00012054752005496994,0.01107274582136597,-0.20792725417863422
2,2,0.0007402161136269569,0.0007402161136269569,0.011812961934992927,-0.20718703806500727
